date,GDP_growth,unemployment_rate,inflation_rate
2022-03-31,4.603876860880285,9.864586895309763,4.959456701150335
2022-06-30,4.80027114951491,3.1322653233757283,1.0314211797819524
2022-09-30,-1.226488531044379,3.4120852776330453,1.5396770557839712
2022-12-31,-0.5142623446271644,9.456815026377193,2.628876298691657
2023-03-31,0.039571208741647546,3.475982668017756,0.5631886047770862
2023-06-30,3.096851788240759,4.517134174009149,0.8903335586781724
2023-09-30,3.01085961329818,6.900552842489397,4.703351232800786
2023-12-31,3.15224978198167,5.299392631883457,4.929337791873655
2024-03-31,2.175655541712371,8.951851348044453,0.033111739364170556
2024-06-30,-1.6291403208274626,3.3067470060675257,3.79832601372771
2024-09-30,1.7240296491635116,7.883491650084695,2.2241985791337413
2024-12-31,2.4002161891725704,7.809354891207523,1.5276008228475346
